,Error
0,599.4584493268954
1,585.0896440904546
2,567.080120883364
3,559.0839967797449
4,559.9341739603854
5,548.6103934213063
6,548.2364420237049
7,543.332784390197
8,539.9890587099912
9,532.042618030651
10,525.7374612678647
11,467.3541037759516
12,420.0087827532912
13,384.0269305638086
14,357.7567338352987
15,304.08875326921526
16,276.63070022449773
17,254.16224253032743
18,210.90975386930762
19,221.97779256885542
20,171.05055815920215
21,192.7928642222116
22,212.72258384954432
23,223.49510492310478
24,223.5647873454142
25,260.8111457789738
26,281.31894325384536
27,285.6970769742752
28,329.17094067751725
29,338.3516040988445
30,361.58415319670996
31,379.1341012430104
32,386.4648867254767
33,383.00196761735236
34,398.64174444119647
35,407.2669679715502
36,383.8106599702871
37,409.59570528876964
38,388.6548347018988
39,412.56826209367875
40,410.23590771821415
41,407.3669456974694
42,407.6689171265133
43,422.5604334236922
44,410.75803553574224
45,412.0204904578109
46,439.90701276068194
47,429.15780393296626
48,460.0631184072077
49,461.6001964288322
50,459.90744832660414
51,449.92171813213724
52,475.0009190048958
53,488.96748188403654
54,478.37017458614065
55,493.2910067501294
56,435.7867039503275
57,390.36612205171986
58,345.64238873293436
59,318.30185052260407
60,281.1985900525471
61,275.8041066764484
62,308.84855025169395
63,321.432566886878
64,325.7989233947529
65,323.61193621317165
66,338.0697540914229
67,372.4464748056066
68,390.2113991795181
69,417.29927337746057
70,461.5656042601197
71,491.76247484921197
72,499.0317236289247
73,505.6223493472935
74,519.6158669155413
75,523.9295926508294
76,535.9938353762942
77,550.1923288013232
78,558.7667132392106
79,563.8671328587242
80,570.9918486462974
81,572.6585508376372
82,587.687387666126
83,597.6179639811826
84,604.765219488181
85,616.7069112589867
86,628.4901670088236
87,635.762657340473
88,640.006078353931
89,652.6333846031695
90,656.7847708630401
91,666.9677305001776
92,675.2696894396663
93,689.9563588975615
94,702.6168671605328
95,723.779855982809
96,733.5736917894508
97,746.1118154948535
98,762.0926568108018
99,767.5326522788072
100,775.9296626979586
101,784.9775587634139
102,791.3969877435562
103,802.611826613174
104,815.1232978121747
105,845.1641778115898
106,865.4907370186771
107,873.8181369913985
108,897.2604161919445
109,904.419782697764
110,919.2771974157131
111,962.606732888847
112,990.7570336571218
113,1040.568774703382
114,1106.5816558400252
115,1133.8666534994934
116,1218.656192411233
117,1265.1785524884358
118,1309.7983885806716
119,1338.0991487696115
120,1405.5680407707507
121,1466.401706090013
122,1516.0333798275608
123,1590.2169146996603
124,1645.8740409866016
125,1715.5210311148019
126,1765.4719121570913
127,1810.400993874178
128,1874.8254803295283
129,1952.003290454917
130,2062.422189138298
131,2069.791808709326
132,2089.174429164596
133,2099.700673450683
134,2136.5366220712185
135,2152.667605087793
136,2160.326484782696
137,2178.8829520105537
138,2206.495540631085
139,2218.100058744642
140,2236.5278403837838
141,2262.172383570805
142,2288.728456922756
143,2296.616282950301
144,2303.306849332512
145,2314.4104854406387
146,2352.4813853627793
147,2372.9215468262605
148,2398.8340178326207
149,2410.4321453908647
150,2419.2876408633347
151,2438.9983752647927
152,2454.788960748864
153,2481.894759087262
154,2499.2780251615404
155,2517.5311960041086
156,2558.7587717859346
157,2571.5831793577886
158,2601.964151809357
159,2634.810222368166
160,2637.1881046317203
161,2657.133726766977
162,2689.8424422083613
163,2701.3813862265392
164,2720.6181910231694
165,2741.8631294957363
166,2752.402256308627
167,2761.333083341185
168,2781.5800644475567
169,2802.355080403165
170,2822.2172260376506
171,2827.6274523498787
172,2845.0772137600006
173,2875.9053216774537
174,2908.2489170074587
175,2920.1925360589507
176,2932.378925254536
177,2980.563600276211
178,3008.5275306134768
179,3019.6858613878353
