,Speed limit factor for road 0,Speed limit factor for road 1,Speed limit factor for road 2,Speed limit factor for road 3,Speed limit factor for road 4,Cars Spawning in Region 0,Cars Spawning in Region 1,Cars Spawning in Region 2,Cars Spawning in Region 3,Cars Spawning in Region 4,Density in Region 0,Density in Region 1,Density in Region 2,Density in Region 3,Density in Region 4
25,1.5,1.3956898844408283,1.5,1.5,1.4097319979620813,6.0,6.0,2.0,1.0,2.0,0.8507259528130673,0.940046195256802,0.9925136116152452,1.1313099695988116,6.061422413793102
26,1.5,1.3956898844408283,1.5,1.5,1.4097319979620813,6.0,6.0,2.0,1.0,2.0,1.9850272232304904,1.880092390513604,1.8432395644283124,1.1313099695988118,6.1736709770114935
27,1.5,1.3956898844408283,1.5,1.5,1.4097319979620813,6.0,6.0,2.0,1.0,2.0,3.1163371928293024,2.685440309908337,2.4073988988184127,1.1343012704174231,5.610060047771473
28,1.5,1.3956898844408283,1.5,1.5,1.4097319979620813,6.0,6.0,2.0,1.0,2.0,2.5521778584392023,3.6340117124981823,2.2656112400162347,1.1343012704174231,5.046449118531453
29,1.5,1.3956898844408283,1.5,1.5,1.4097319979620813,6.0,6.0,2.0,1.0,2.0,3.119328493647913,4.5768996435326645,1.8402482636097008,0.9925136116152452,4.485206302439498
30,1.5,1.4665646841660889,1.5,1.5,1.5,0.0,3.0,1.0,7.0,4.0,3.6864791288566257,5.115692746980942,1.6954693039889115,0.5671506352087115,4.599822978805957
31,1.5,1.4665646841660889,1.5,1.5,1.5,0.0,3.0,1.0,7.0,4.0,3.9670631456423697,4.714439655172415,1.6954693039889115,1.6864954015330778,4.485206302439498
32,1.5,1.4665646841660889,1.5,1.5,1.5,0.0,3.0,1.0,7.0,4.0,3.541700169235836,5.38793103448276,1.1343012704174231,2.4073988988184127,4.712071542024347
33,1.5,1.4665646841660889,1.5,1.5,1.5,0.0,3.0,1.0,7.0,4.0,2.6939655172413794,6.327977229739562,1.1313099695988118,2.126814882032668,4.487574415587566
34,1.5,1.4665646841660889,1.5,1.5,1.5,0.0,3.0,1.0,7.0,4.0,2.5491865576205903,6.594532045686019,1.8372569627910893,1.417876588021779,4.153196839080461
35,1.3499656634629529,1.3324669898389714,1.5,1.5,1.3881281790396671,1.0,0.0,1.0,1.0,0.0,2.6879829156041573,5.241865815509968,1.9850272232304904,1.553681645186734,6.732545679955382
36,1.3499656634629529,1.3324669898389714,1.5,1.5,1.3881281790396671,1.0,0.0,1.0,1.0,0.0,3.11035459119208,4.837770987923761,2.4103901996370247,1.8372569627910893,6.398168103448274
37,1.3499656634629529,1.3324669898389714,1.5,1.5,1.3881281790396671,1.0,0.0,1.0,1.0,0.0,1.982035922411879,4.307503091808528,2.1268148820326687,1.7014519056261346,5.612428160919541
38,1.3499656634629529,1.3324669898389714,1.5,1.5,1.3881281790396671,1.0,0.0,1.0,1.0,0.0,2.4073988988184127,4.708756183617053,2.2686025408348467,2.2686025408348462,5.500179597701149
39,1.3499656634629529,1.3324669898389714,1.5,1.5,1.3881281790396671,1.0,0.0,1.0,1.0,0.0,2.4014162971811897,3.4993134366361134,1.9850272232304904,2.4103901996370243,6.622665229885059
40,1.435325500173935,1.4449201747340696,1.423232845054362,1.4513100138912185,1.410566154298716,0.0,0.0,3.0,1.0,0.0,1.6954693039889115,2.55642550560163,1.5596642468239568,2.69396551724138,7.066923256462484
41,1.435325500173935,1.4449201747340696,1.423232845054362,1.4513100138912185,1.410566154298716,0.0,0.0,3.0,1.0,0.0,0.9925136116152452,2.155172413793104,1.5566729460053452,2.4103901996370243,6.957042806392163
42,1.435325500173935,1.4449201747340696,1.423232845054362,1.4513100138912185,1.410566154298716,0.0,0.0,3.0,1.0,0.0,0.9925136116152452,2.6911237814636992,1.7014519056261348,2.2686025408348462,6.844794243173772
43,1.435325500173935,1.4449201747340696,1.423232845054362,1.4513100138912185,1.410566154298716,0.0,0.0,3.0,1.0,0.0,0.9925136116152452,2.289870689655173,0.9925136116152452,1.276088929219601,5.829820947912118
44,1.435325500173935,1.4449201747340696,1.423232845054362,1.4513100138912185,1.410566154298716,0.0,0.0,3.0,1.0,0.0,1.2730976284009896,0.8081896551724139,1.5596642468239563,1.5596642468239563,6.056686187496969
45,1.2962075197467973,1.4400828313769245,1.4625855119230116,1.5,1.5,0.0,4.0,4.0,2.0,1.0,2.5461952568019792,0.8081896551724139,1.4178765880217787,2.1238235812140567,4.592718639361754
46,1.2962075197467973,1.4400828313769245,1.4625855119230116,1.5,1.5,0.0,4.0,4.0,2.0,1.0,1.417876588021779,1.3384575512876475,1.417876588021779,2.1178409795768345,3.923963486347544
47,1.2962075197467973,1.4400828313769245,1.4625855119230116,1.5,1.5,0.0,4.0,4.0,2.0,1.0,1.6984606048075233,2.155172413793104,2.259628638379012,1.7014519056261346,3.923963486347544
48,1.2962075197467973,1.4400828313769245,1.4625855119230116,1.5,1.5,0.0,4.0,4.0,2.0,1.0,1.7014519056261346,2.9576785974101565,2.4073988988184127,0.8507259528130673,3.365088783403658
49,1.2962075197467973,1.4400828313769245,1.4625855119230116,1.5,1.5,0.0,4.0,4.0,2.0,1.0,2.126814882032668,2.5507420340462685,2.9715582332085133,0.9925136116152452,2.6939655172413803
50,1.5,1.4811462122002843,1.4943304247499989,1.453228517512531,1.5,0.0,0.0,7.0,1.0,2.0,1.417876588021779,3.095218609049906,3.119328493647914,0.7089382940108893,2.6939655172413794
51,1.5,1.4811462122002843,1.4943304247499989,1.453228517512531,1.5,0.0,0.0,7.0,1.0,2.0,1.2760889292196012,3.098060344827587,3.9670631456423697,0.5671506352087115,2.35485171443814
52,1.5,1.4811462122002843,1.4943304247499989,1.453228517512531,1.5,0.0,0.0,7.0,1.0,2.0,0.8507259528130673,2.69396551724138,4.389434821230292,0.9925136116152452,2.244971264367817
53,1.5,1.4811462122002843,1.4943304247499989,1.453228517512531,1.5,0.0,0.0,7.0,1.0,2.0,0.9925136116152452,1.7510775862068968,5.946107767235637,1.2730976284009896,3.142959770114943
54,1.5,1.4811462122002843,1.4943304247499989,1.453228517512531,1.5,0.0,0.0,7.0,1.0,2.0,1.8372569627910893,1.7482358504292157,6.7968337200487055,1.4178765880217787,3.0283430937484845
55,1.5,1.5,1.3971837057884968,1.5,1.5,0.0,0.0,1.0,0.0,2.0,1.1343012704174231,1.6106958387894663,5.529718693284937,1.4178765880217787,3.814083036277221
56,1.5,1.5,1.3971837057884968,1.5,1.5,0.0,0.0,1.0,0.0,2.0,1.2730976284009896,1.7510775862068968,3.970054446460981,1.8432395644283124,4.9365686684611285
57,1.5,1.5,1.3971837057884968,1.5,1.5,0.0,0.0,1.0,0.0,2.0,1.2730976284009896,1.077586206896552,3.6864791288566248,1.5596642468239563,6.947570353799893
58,1.5,1.5,1.3971837057884968,1.5,1.5,0.0,0.0,1.0,0.0,2.0,1.4148852872031672,0.9428879310344828,4.253629764065336,1.134301270417423,6.949938466947962
59,1.5,1.5,1.3971837057884968,1.5,1.5,0.0,0.0,1.0,0.0,2.0,1.134301270417423,1.0747444711188712,3.402903811252269,1.5596642468239568,6.613192777292788
60,1.4788862152225946,1.3490370899927568,1.5,1.3418015322319163,1.5,0.0,4.0,1.0,1.0,0.0,0.7089382940108893,1.6135375745671472,2.69396551724138,1.8432395644283124,6.949938466947959
61,1.4788862152225946,1.3490370899927568,1.5,1.3418015322319163,1.5,0.0,4.0,1.0,1.0,0.0,0.705946993192278,1.610695838789466,1.9850272232304904,1.4148852872031674,6.73254567995538
62,1.4788862152225946,1.3490370899927568,1.5,1.3418015322319163,1.5,0.0,4.0,1.0,1.0,0.0,1.2671150267637667,1.481681034482759,2.4103901996370243,0.8507259528130673,6.171302863863428
63,1.4788862152225946,1.3490370899927568,1.5,1.3418015322319163,1.5,0.0,4.0,1.0,1.0,0.0,2.543203955983368,1.481681034482759,2.552177858439202,0.7089382940108893,5.161065794897911
64,1.4788862152225946,1.3490370899927568,1.5,1.3418015322319163,1.5,0.0,4.0,1.0,1.0,0.0,3.1163371928293024,1.34698275862069,0.8507259528130673,0.7089382940108893,5.275682471264369
65,1.5,1.5,1.3583918921970708,1.5,1.4574529227727946,0.0,2.0,0.0,4.0,0.0,3.119328493647914,1.6163793103448278,2.6909742164227684,1.6984606048075233,4.040948275862069
66,1.5,1.5,1.3583918921970708,1.5,1.4574529227727946,0.0,2.0,0.0,4.0,0.0,2.5461952568019792,1.34698275862069,2.4073988988184127,2.5461952568019792,3.142959770114943
67,1.5,1.5,1.3583918921970708,1.5,1.4574529227727946,0.0,2.0,0.0,4.0,0.0,2.546195256801979,1.212284482758621,2.126814882032668,4.947611553983169,2.9160945305300943
68,1.5,1.5,1.3583918921970708,1.5,1.4574529227727946,0.0,2.0,0.0,4.0,0.0,2.4103901996370243,1.7510775862068968,3.535717567598613,5.237169473224748,2.916094530530094
69,1.5,1.5,1.3583918921970708,1.5,1.4574529227727946,0.0,2.0,0.0,4.0,0.0,1.8432395644283128,2.553583769823949,2.835753176043558,6.510267101625737,4.1484606127843255
70,1.5,1.5,1.5,1.3513319285017578,1.5,0.0,0.0,1.0,11.0,0.0,1.8432395644283128,1.7510775862068968,1.9790446215932675,6.941612679669492,4.375325852369175
71,1.5,1.5,1.5,1.3513319285017578,1.5,0.0,0.0,1.0,11.0,0.0,1.6984606048075233,1.6163793103448278,2.829770574406335,7.502780713240982,4.938936781609196
72,1.5,1.5,1.5,1.3513319285017578,1.5,0.0,0.0,1.0,11.0,0.0,1.976053320774656,1.6135375745671467,2.9745495340271244,6.232674385658605,5.949173850574714
73,1.5,1.5,1.5,1.3513319285017578,1.5,0.0,0.0,1.0,11.0,0.0,0.9925136116152452,2.155172413793104,2.126814882032668,5.104355716878404,6.398168103448275
74,1.5,1.5,1.5,1.3513319285017578,1.5,0.0,0.0,1.0,11.0,0.0,1.8402482636097013,2.424568965517242,2.126814882032668,6.805807622504538,6.50568044037053
75,1.4571809122231625,1.5,1.5,1.456459329562022,1.5,0.0,0.0,1.0,6.0,3.0,1.8402482636097013,2.2870289538774924,2.5521778584392023,6.658037362065137,6.73254567995538
76,1.4571809122231625,1.5,1.5,1.456459329562022,1.5,0.0,0.0,1.0,6.0,3.0,1.5566729460053452,1.748235850429216,2.5491865576205903,5.95209036887286,7.291420382899266
77,1.4571809122231625,1.5,1.5,1.456459329562022,1.5,0.0,0.0,1.0,6.0,3.0,1.559664246823957,1.7510775862068968,2.2686025408348462,4.817789098455437,7.181539932828944
78,1.4571809122231625,1.5,1.5,1.456459329562022,1.5,0.0,0.0,1.0,6.0,3.0,2.1238235812140567,1.7510775862068968,2.123823581214057,4.392426122048903,7.515917509336049
79,1.4571809122231625,1.5,1.5,1.456459329562022,1.5,0.0,0.0,1.0,6.0,3.0,1.7014519056261348,1.748235850429216,1.8402482636097013,3.6864791288566248,8.077160325428
80,1.3840668384962065,1.3684683673362374,1.5,1.3110287330044408,1.3630572524399147,1.0,4.0,0.0,3.0,3.0,1.9850272232304904,2.0119489305979923,2.546195256801979,2.9775408348457355,8.638403141519955
81,1.3840668384962065,1.3684683673362374,1.5,1.3110287330044408,1.3630572524399147,1.0,4.0,0.0,3.0,3.0,2.4014162971811897,2.41888549396188,2.6849916147855457,2.4103901996370243,9.194909731315777
82,1.3840668384962065,1.3684683673362374,1.5,1.3110287330044408,1.3630572524399147,1.0,4.0,0.0,3.0,3.0,1.2760889292196012,2.825822057325768,1.7014519056261346,1.8432395644283124,8.187040775498325
83,1.3840668384962065,1.3684683673362374,1.5,1.3110287330044408,1.3630572524399147,1.0,4.0,0.0,3.0,3.0,1.6984606048075228,2.8286637931034493,2.2686025408348462,1.9850272232304904,8.860532154808672
84,1.3840668384962065,1.3684683673362374,1.5,1.3110287330044408,1.3630572524399147,1.0,4.0,0.0,3.0,3.0,1.8432395644283124,2.1523306780154234,2.4103901996370243,1.276088929219601,8.975148831175128
85,1.1980328862935188,1.3298792800158414,1.3783430653298965,1.3703666224960778,1.4099349303766937,0.0,0.0,2.0,3.0,2.0,1.7014519056261346,1.481681034482759,2.5521778584392023,0.5641593343901,9.648640210485471
86,1.1980328862935188,1.3298792800158414,1.3783430653298965,1.3703666224960778,1.4099349303766937,0.0,0.0,2.0,3.0,2.0,1.4148852872031672,1.34698275862069,2.126814882032668,0.9925136116152452,9.541127873563218
87,1.1980328862935188,1.3298792800158414,1.3783430653298965,1.3703666224960778,1.4099349303766937,0.0,0.0,2.0,3.0,2.0,1.6984606048075233,1.3469827586206895,2.126814882032668,1.4178765880217783,9.428879310344827
88,1.1980328862935188,1.3298792800158414,1.3783430653298965,1.3703666224960778,1.4099349303766937,0.0,0.0,2.0,3.0,2.0,0.9925136116152452,1.074744471118871,1.6984606048075233,1.7014519056261346,9.199645957611908
89,1.1980328862935188,1.3298792800158414,1.3783430653298965,1.3703666224960778,1.4099349303766937,0.0,0.0,2.0,3.0,2.0,1.1343012704174231,1.0719027353411903,2.8327618752249464,1.276088929219601,9.419406857752556
90,1.1443802437096382,1.3070540330825964,1.251844848392503,1.4038888816423276,1.187629258345633,0.0,0.0,0.0,0.0,9.0,1.417876588021779,1.3412992870653284,2.835753176043557,1.276088929219601,9.522182968378678
91,1.1443802437096382,1.3070540330825964,1.251844848392503,1.4038888816423276,1.187629258345633,0.0,0.0,0.0,0.0,9.0,0.7089382940108893,1.34698275862069,1.2760889292196012,1.559664246823957,9.753784434259662
92,1.1443802437096382,1.3070540330825964,1.251844848392503,1.4038888816423276,1.187629258345633,0.0,0.0,0.0,0.0,9.0,0.7089382940108893,1.6163793103448278,1.2730976284009896,1.8432395644283124,10.312659137203546
93,1.1443802437096382,1.3070540330825964,1.251844848392503,1.4038888816423276,1.187629258345633,0.0,0.0,0.0,0.0,9.0,0.7089382940108893,0.8025061836170522,1.1343012704174231,1.2730976284009894,10.997991082254227
94,1.1443802437096382,1.3070540330825964,1.251844848392503,1.4038888816423276,1.187629258345633,0.0,0.0,0.0,0.0,9.0,0.4253629764065336,0.5387931034482759,0.9895223107966338,1.5566729460053452,10.661245392599056
95,1.1086928271506051,1.3044852832667253,1.0201464584192432,1.2708362401683664,1.0480695768299195,2.0,1.0,0.0,1.0,7.0,0.5671506352087115,1.20944274698094,0.4253629764065336,1.417876588021779,11.664378122120374
96,1.1086928271506051,1.3044852832667253,1.0201464584192432,1.2708362401683664,1.0480695768299195,2.0,1.0,0.0,1.0,7.0,1.2730976284009896,1.4788392987050782,0.2835753176043557,1.1343012704174231,11.330000545613268
97,1.1086928271506051,1.3044852832667253,1.0201464584192432,1.2708362401683664,1.0480695768299195,2.0,1.0,0.0,1.0,7.0,1.276088929219601,1.20944274698094,0.1417876588021778,0.7089382940108893,10.212251139725494
98,1.1086928271506051,1.3044852832667253,1.0201464584192432,1.2708362401683664,1.0480695768299195,2.0,1.0,0.0,1.0,7.0,1.2760889292196012,1.0747444711188712,0.7089382940108893,0.9925136116152452,8.077160325428002
99,1.1086928271506051,1.3044852832667253,1.0201464584192432,1.2708362401683664,1.0480695768299195,2.0,1.0,0.0,1.0,7.0,1.1343012704174231,2.0119489305979927,0.5671506352087115,0.9925136116152452,6.8424261300257045
100,1.5,1.3770918097674043,1.5,1.5,1.5,0.0,0.0,0.0,5.0,0.0,0.8477346519944559,1.8857758620689653,0.2835753176043557,1.5566729460053452,5.832189061060187
101,1.5,1.3770918097674043,1.5,1.5,1.5,0.0,0.0,0.0,5.0,0.0,0.992513611615245,1.8857758620689653,0.2835753176043557,2.6909742164227684,4.821951992094671
102,1.5,1.3770918097674043,1.5,1.5,1.5,0.0,0.0,0.0,5.0,0.0,1.5596642468239563,1.34698275862069,0.7089382940108893,1.982035922411879,5.163433908045978
103,1.5,1.3770918097674043,1.5,1.5,1.5,0.0,0.0,0.0,5.0,0.0,2.2686025408348462,1.212284482758621,1.5536816451867337,1.4178765880217787,4.487574415587566
104,1.5,1.3770918097674043,1.5,1.5,1.5,0.0,0.0,0.0,5.0,0.0,1.8432395644283124,0.940046195256802,0.8507259528130673,1.4178765880217787,5.161065794897911
105,1.4346812668756668,1.5,1.5,1.456040324739555,1.4021572497005326,0.0,0.0,0.0,2.0,4.0,1.8402482636097008,1.6135375745671472,0.5671506352087115,1.4178765880217783,4.9365686684611285
106,1.4346812668756668,1.5,1.5,1.456040324739555,1.4021572497005326,0.0,0.0,0.0,2.0,4.0,1.2760889292196012,1.0747444711188712,0.7089382940108893,1.134301270417423,5.7199404978417965
107,1.4346812668756668,1.5,1.5,1.456040324739555,1.4021572497005326,0.0,0.0,0.0,2.0,4.0,1.1343012704174231,0.940046195256802,0.8507259528130673,1.276088929219601,5.832189061060187
108,1.4346812668756668,1.5,1.5,1.456040324739555,1.4021572497005326,0.0,0.0,0.0,2.0,4.0,2.5491865576205903,1.20944274698094,1.5596642468239568,1.5596642468239568,4.599822978805957
109,1.4346812668756668,1.5,1.5,1.456040324739555,1.4021572497005326,0.0,0.0,0.0,2.0,4.0,2.4073988988184127,1.077586206896552,0.9925136116152452,1.2760889292196012,5.046449118531453
110,1.5,1.5,1.5,1.5,1.4332982557485088,0.0,2.0,1.0,0.0,1.0,2.262619939197624,1.344141022843009,1.5596642468239568,1.5596642468239568,5.270946244968234
111,1.5,1.5,1.5,1.5,1.4332982557485088,0.0,2.0,1.0,0.0,1.0,1.8432395644283124,2.146647206460061,1.5596642468239568,1.1343012704174231,5.051185344827587
112,1.5,1.5,1.5,1.5,1.4332982557485088,0.0,2.0,1.0,0.0,1.0,2.832761875224946,2.41888549396188,1.7014519056261348,0.5641593343901,4.265445402298852
113,1.5,1.5,1.5,1.5,1.4332982557485088,0.0,2.0,1.0,0.0,1.0,2.9745495340271244,3.4993134366361134,0.7089382940108893,0.8507259528130673,4.153196839080461
114,1.5,1.5,1.5,1.5,1.4332982557485088,0.0,2.0,1.0,0.0,1.0,2.5491865576205908,4.439359631892915,1.1343012704174231,0.9925136116152452,4.375325852369175
115,1.5,1.5,1.5,1.5,1.4964579473734083,3.0,0.0,0.0,0.0,1.0,3.11035459119208,3.229916884911975,1.5566729460053454,0.5671506352087115,4.707335315728213
116,1.5,1.5,1.5,1.5,1.4964579473734083,3.0,0.0,0.0,0.0,1.0,3.8252754868401913,3.098060344827587,1.2730976284009894,0.5671506352087115,3.5872177966923715
117,1.5,1.5,1.5,1.5,1.4964579473734083,3.0,0.0,0.0,0.0,1.0,4.53421378085108,4.035264804306708,1.2730976284009894,0.9925136116152452,3.360352557107522
118,1.5,1.5,1.5,1.5,1.4964579473734083,3.0,0.0,0.0,0.0,1.0,3.683487828038013,4.03810654008439,0.992513611615245,0.8507259528130673,3.4773373466220483
119,1.5,1.5,1.5,1.5,1.4964579473734083,3.0,0.0,0.0,0.0,1.0,3.119328493647914,5.382247562927399,1.411893986384556,0.8507259528130673,3.928699712643679
120,1.5,1.5,1.5,1.5,1.5,0.0,0.0,6.0,0.0,7.0,3.6864791288566248,4.164279608613415,1.6924780031703004,0.9895223107966338,5.500179597701151
121,1.5,1.5,1.5,1.5,1.5,0.0,0.0,6.0,0.0,7.0,3.828266787658803,2.954836861632475,2.537221354346145,0.8477346519944559,5.939701397982446
122,1.5,1.5,1.5,1.5,1.5,0.0,0.0,6.0,0.0,7.0,3.119328493647914,2.69396551724138,1.9850272232304904,1.4148852872031674,5.495443371405014
123,1.5,1.5,1.5,1.5,1.5,0.0,0.0,6.0,0.0,7.0,2.2656112400162347,3.3674568965517246,1.559664246823957,1.4178765880217787,6.954674693244095
124,1.5,1.5,1.5,1.5,1.5,0.0,0.0,6.0,0.0,7.0,1.1313099695988118,3.6340117124981823,1.2760889292196012,1.5596642468239568,7.623429846258303
125,1.3708500676970994,1.3488754539648276,1.2028214601011502,1.4312235326701117,1.3592874011601273,0.0,0.0,0.0,1.0,2.0,1.2760889292196012,1.8829341262912849,2.126814882032668,1.1313099695988118,9.19727784446384
126,1.3708500676970994,1.3488754539648276,1.2028214601011502,1.4312235326701117,1.3592874011601273,0.0,0.0,0.0,1.0,2.0,1.1313099695988118,1.8829341262912849,2.126814882032668,1.417876588021779,9.648640210485471
127,1.3708500676970994,1.3488754539648276,1.2028214601011502,1.4312235326701117,1.3592874011601273,0.0,0.0,0.0,1.0,2.0,0.5641593343901001,2.155172413793104,0.9925136116152452,1.276088929219601,8.867636494252872
128,1.3708500676970994,1.3488754539648276,1.2028214601011502,1.4312235326701117,1.3592874011601273,0.0,0.0,0.0,1.0,2.0,0.4253629764065336,2.017632402153354,1.8372569627910893,1.5596642468239568,8.30639367816092
129,1.3708500676970994,1.3488754539648276,1.2028214601011502,1.4312235326701117,1.3592874011601273,0.0,0.0,0.0,1.0,2.0,0.5671506352087115,1.2066010112032592,2.404407597999801,1.4178765880217787,8.753019817886413
130,1.4610974918856854,1.5,1.5,1.337680272448627,1.436660739598778,0.0,0.0,0.0,0.0,2.0,0.4253629764065336,1.745394114651535,2.120832280395446,1.5596642468239563,8.079528438576068
131,1.4610974918856854,1.5,1.5,1.337680272448627,1.436660739598778,0.0,0.0,0.0,0.0,2.0,0.7089382940108893,1.616379310344828,1.5596642468239568,1.4178765880217787,7.518285622484117
132,1.4610974918856854,1.5,1.5,1.337680272448627,1.436660739598778,0.0,0.0,0.0,0.0,2.0,0.5671506352087115,1.8857758620689653,1.2760889292196012,1.701451905626134,6.508048553518599
133,1.4610974918856854,1.5,1.5,1.337680272448627,1.436660739598778,0.0,0.0,0.0,0.0,2.0,0.9925136116152452,1.34698275862069,0.992513611615245,0.8507259528130673,5.836925287356319
134,1.4610974918856854,1.5,1.5,1.337680272448627,1.436660739598778,0.0,0.0,0.0,0.0,2.0,0.8507259528130673,0.8081896551724139,1.417876588021779,0.4253629764065336,6.1736709770114935
135,1.5,1.3368020824528104,1.442052211783872,1.3721552481932144,1.3959229955971268,8.0,0.0,0.0,4.0,0.0,0.8507259528130673,1.4788392987050782,1.2760889292196012,0.5641593343901,5.500179597701149
136,1.5,1.3368020824528104,1.442052211783872,1.3721552481932144,1.3959229955971268,8.0,0.0,0.0,4.0,0.0,1.6954693039889122,1.077586206896552,0.5671506352087115,0.9925136116152452,3.928699712643679
137,1.5,1.3368020824528104,1.442052211783872,1.3721552481932144,1.3959229955971268,8.0,0.0,0.0,4.0,0.0,2.6879829156041577,1.481681034482759,0.2835753176043557,1.2701063275823783,3.816451149425288
138,1.5,1.3368020824528104,1.442052211783872,1.3721552481932144,1.3959229955971268,8.0,0.0,0.0,4.0,0.0,2.8327618752249464,1.077586206896552,1.2730976284009896,1.5506903443681226,3.479705459770116
