,Error
0,594.5998528718841
1,580.5227397086944
2,563.2444087745985
3,554.4641994015029
4,552.6467130587611
5,543.9243336715086
6,542.1196647726072
7,537.9439035570448
8,532.9673401783164
9,520.0517240631169
10,513.1554582291602
11,459.24034074246464
12,404.8860984261639
13,366.4150312113317
14,348.41713838415586
15,301.6203996527235
16,276.13478405623897
17,241.73448948283348
18,204.89862397414916
19,206.059834486716
20,155.68652819422343
21,160.79414498838105
22,180.5789756819003
23,191.81187448012417
24,191.61103015446466
25,225.18060036261755
26,232.1605000699198
27,241.644623726731
28,276.3351652026339
29,270.25051824132976
30,292.0205476574491
31,318.09685316287965
32,335.74648557868676
33,334.4356431015413
34,364.89877570945316
35,374.3136437456418
36,352.7103036329662
37,389.33563277031794
38,378.84564562893365
39,411.12266999769656
40,432.2019768856193
41,434.5560943592316
42,440.05568253786896
43,451.7653506183118
44,439.3033198704805
45,433.12057026089514
46,436.62948222192983
47,422.9486591503456
48,437.5175491694212
49,446.2404113586957
50,433.1998912054436
51,438.03081316278474
52,464.36610953875737
53,468.2221340065574
54,460.90269587276805
55,464.90133378397275
56,390.58336543032345
57,319.59077161689703
58,260.7781950484136
59,234.53933826761437
60,190.37347759977163
61,177.97534563656984
62,146.71960847996615
63,126.76122718098263
64,117.47983016257417
65,85.32509465775168
66,78.68557263782881
67,86.9809020568011
68,68.73754263082886
69,49.58612055900733
70,53.84751984879701
71,70.31039932127679
72,93.51854675528242
73,98.86467820313915
74,88.89369683013223
75,110.56688848253586
76,137.05732927096616
77,180.88583864184426
78,204.53908364436512
79,223.83580702709372
80,262.0000275770441
81,242.41247253503187
82,235.8877089842322
83,250.10670259893962
84,257.2287260482956
85,255.5379205399128
86,260.977977944057
87,258.79704617972385
88,254.31470819164505
89,248.83297705362486
90,267.3212569150129
91,298.4859174526792
92,273.5413733225611
93,277.58384260180213
94,267.86225733955735
95,279.5740138592518
96,272.1298428228882
97,279.4536888994687
98,258.5753970083796
99,229.6105607828242
100,208.06856163422194
101,214.76824404663668
102,206.26050022138256
103,193.54872066238713
104,190.10136314557815
105,184.96588932400863
106,196.56242533876195
107,192.7643236518524
108,185.26585612398188
109,187.757713626682
110,183.6418960911074
111,182.82207318887794
112,196.67881808783306
113,204.1519924266653
114,222.30771251966794
115,217.91838067178034
116,234.5829225630993
117,241.8502297732758
118,257.6059221344143
119,269.7424650744527
120,279.8512967629102
121,285.01319829059037
122,277.0273341798265
123,267.7047109779457
124,291.40502487323164
125,296.0087756286569
126,298.1352710384245
127,305.3008151905459
128,313.9548219922499
129,310.4177308191818
130,315.7973020084453
131,320.60189449358575
132,306.21891425625205
133,313.6938171019328
134,291.12476774001266
135,295.21165660513725
136,281.7662793647786
137,267.8696112495116
138,281.93116906218506
139,275.12707100566917
140,277.5726266201309
141,270.9371413704383
142,279.07390633904504
143,277.47975877213247
144,276.36467918682393
145,293.0576940507381
146,292.69303987054855
147,278.94719492832735
148,266.6359844010029
149,263.36204274244295
150,267.06799912967324
151,266.38856075890556
152,282.0733679375275
153,291.05066893823374
154,300.0248778947629
155,289.33566173845406
156,293.33002489112215
157,288.66513189305465
158,291.8812129309162
159,294.24926019344286
160,294.56563017966226
161,295.8510249605837
162,301.7464409521743
163,299.110741714431
164,292.768779307124
165,296.9822913182767
166,295.43578891493115
167,298.0185985840344
168,295.3554020356621
169,298.3952944078827
170,291.7202872158928
171,288.9993616078726
172,295.58114727575537
173,285.8369530275275
174,286.75554458849484
175,290.0252623824494
176,286.1519122224931
177,271.24810272251045
178,279.6414954708487
179,277.86205423587313
