,B3C3,D1D2,D6D5,G3F3,G4F4
0,0.5000000956901502,0.5000000247948557,0.5000000779068432,0.5000000779068432,0.5000000865066787
1,0.4999995055163547,0.4999991511682386,0.499998980298784,0.499998980298784,0.5000006078822588
2,0.5000012329035608,0.5000001798159722,0.4999999822040454,0.4999999822040454,0.5000004538385979
3,0.5000007144774641,0.5000001194704108,0.5000000873126269,0.5000000873126269,0.5000003394328884
4,0.5000018199921393,0.5000003205298703,0.500000497739527,0.500000497739527,0.5000013064378006
5,0.4999968067060325,0.4999997792683555,0.49999918113760694,0.49999918113760694,0.4999970114942753
6,0.4999992999282402,0.49999985733271096,0.49999972743890053,0.49999972743890053,0.49999957780967386
7,0.4999983187173526,0.49999943089376836,0.49999943558016036,0.49999943558016036,0.4999989761929758
8,0.5000002797130155,0.5000000122675049,0.4999998983113639,0.4999998983113639,0.49999997342224045
9,0.5000059742746739,0.49999950989145947,0.5000018817290217,0.5000018817290217,0.5000030319746797
10,0.5001583733850745,0.500090612739938,0.49994470980836647,0.49994470980836647,0.4997051663453927
11,0.4999997129760724,0.4999999239705634,0.49999984325491575,0.49999984325491575,0.49999976554928727
12,0.5000008170826707,0.5000001143654176,0.5000003730375596,0.5000003730375596,0.5000004639282135
13,0.5000090175094626,0.500001076003905,0.5000024585043868,0.5000024585043868,0.5000060814387361
14,0.49999962814685794,0.4999999071032303,0.49999983212265964,0.49999983212265964,0.4999997044786801
15,0.49999861704732745,0.5209912349308186,0.4999993302571351,0.4999993302571351,0.4999990532469036
16,0.5000037106049646,0.5515957059861071,0.5000015196668685,0.5000015196668685,0.5000025983555169
17,0.49999874314324316,0.5971973923338385,0.4999995867888423,0.4999995867888423,0.49999930870989145
18,0.5000006211544972,0.6288868239501664,0.4999997646434316,0.4999997646434316,0.5048641040148628
19,0.4999982283176997,0.5365371106753323,0.49999720821397725,0.49999720821397725,0.4999977563440021
20,0.5000113194971959,0.5178045437602118,0.5005789108514271,0.5005789108514271,0.500007193466797
21,0.5000013993924102,0.5718007920174643,0.5000007005161594,0.5000007005161594,0.5000014380906982
22,0.4999975587437279,0.5696905039768445,0.49999976657567535,0.49999976657567535,0.4999997422424474
23,0.49999450219068997,0.5168124304994098,0.49999766522124856,0.49999766522124856,0.49999691760525994
24,0.500010391726276,0.4999907724249322,0.5000022537791597,0.5000022537791597,0.5000042346291017
25,0.49999929135552,0.4999998886614252,0.4999997871192256,0.4999997871192256,0.4999995928729168
26,0.5000063261282335,0.5000022334139241,0.5000011657092431,0.5000011657092431,0.5000055335372805
27,0.49999869452305584,0.4999997913399941,0.5000000459318287,0.5000000459318287,0.49999962022141264
28,0.5000023220045382,0.5000004799555229,0.5000009562042111,0.5000009562042111,0.5000017569648759
29,0.49999887183669306,0.49999999693120517,0.5000003868797512,0.5000003868797512,0.5000003674546784
30,0.5000018107323053,0.5000006294291722,0.5000007598700595,0.5000007598700595,0.5000017048514023
31,0.5000001892051686,0.4999999828530853,0.5000001141268193,0.5000001141268193,0.500000132145552
32,0.499996143840928,0.4999992725317014,0.4999992932101904,0.4999992932101904,0.49999775566223675
33,0.5000001854299511,0.5000000983377277,0.5000004316893871,0.5000004316893871,0.5000003122992368
34,0.49999504918346194,0.4999989960917862,0.49999887304580215,0.49999887304580215,0.4999971174136085
35,0.5000016519285378,0.5000002616489205,0.5000003271210589,0.5000003271210589,0.5000009423229147
36,0.5000028155390074,0.5000004298231672,0.5000002105849467,0.5000002105849467,0.5000012367119894
37,0.5000003652329178,0.5000011060559826,0.5000006679344741,0.5000006679344741,0.5000003058772062
38,0.5000004561364152,0.5000000314451573,0.49999983107582147,0.49999983107582147,0.5000000363390597
39,0.49999794365655087,0.4999997629140155,0.4999999611377206,0.4999999611377206,0.49999930009313903
40,0.5000003057635158,0.5000000584441414,0.49999994806000286,0.49999994806000286,0.5000001354396805
41,0.5000019234271628,0.5000014365334702,0.50000288086219,0.50000288086219,0.49999797733022644
42,0.5000009068339856,0.5000001541523517,0.5000000976735868,0.5000000976735868,0.5000004721488678
43,0.49999300778889966,0.4999989022322308,0.49999819513307464,0.49999819513307464,0.4999953455142637
44,0.500000987951182,0.5000001050408782,0.4999999242059015,0.4999999242059015,0.5000002317369702
45,0.5000016889923536,0.4999999905068726,0.5000006499264127,0.5000006499264127,0.5000011467288481
46,0.4999965277770744,0.4999992044081781,0.49999904882483653,0.49999904882483653,0.49999773158774863
47,0.5000016305134203,0.5000004355804254,0.5000006409225233,0.5000006409225233,0.500001071939432
48,0.4999972850260173,0.49999945812007507,0.49999917169057234,0.49999917169057234,0.4999983442381523
49,0.5000013698173179,0.500000331000707,0.5000006364893967,0.5000006364893967,0.5000011477971268
50,0.5000454752414301,0.49999608252798144,0.4999868084686808,0.4999868084686808,0.5000085082049213
51,0.5000025479151509,0.5000005052492313,0.5000005916873768,0.5000005916873768,0.500001501150091
52,0.4999982620272146,0.4999996727651335,0.49999958869989863,0.49999958869989863,0.4999990314569378
53,0.4999994289594321,0.49999971519610076,0.49999960457613063,0.49999960457613063,0.49999965811495356
54,0.500000961644751,0.5000001645285698,0.4999998861053262,0.4999998861053262,0.5000003273945469
55,0.49998437190949113,0.4999967669821,0.499995425620267,0.499995425620267,0.4999886850237078
56,0.5000008743653682,0.4999998008271699,0.4999997281847654,0.4999997281847654,0.5000005895515275
57,0.49999886954482003,0.5487491988356109,0.4999995206065035,0.4999995206065035,0.4999990253394986
58,0.4999971210611545,0.6473339928308084,0.49999999846132914,0.49999999846132914,0.4999959233111494
59,0.5000032174972237,0.739069929813512,0.5000011768007836,0.5000011768007836,0.500002051527182
60,0.4999949762609066,0.8029666308457358,0.5149540620204595,0.5149540620204595,0.49999693459488853
61,0.4999988642477887,0.7918594659008322,0.5287193613534799,0.5287193613534799,0.49999916813993933
62,0.5002612251249218,0.9442331858397299,0.5461997364033332,0.5461997364033332,0.523277338679307
63,0.5172067640964808,1.0548273465208153,0.5528906399631464,0.5528906399631464,0.5625379303426901
64,0.4999980402785339,0.9898172785892916,0.5490734323529145,0.5490734323529145,0.5285269884711213
65,0.528920460611766,0.9762665604296135,0.5844777963361493,0.5844777963361493,0.5530669984226858
66,0.5320797859331372,1.0538771473675952,0.5742226791468369,0.5742226791468369,0.5864219664878858
67,0.5071849410293163,1.1709424411193008,0.5518153602381075,0.5518153602381075,0.6227205798847013
68,0.5000006130391182,1.1251896730014503,0.562068376033371,0.562068376033371,0.6032107123869626
69,0.5140208980580315,1.0614399751554626,0.5924926399984761,0.5924926399984761,0.5846052073206403
70,0.5311697852274031,1.1046191899933056,0.5934514044862025,0.5934514044862025,0.5485527821124289
71,0.49999913991944134,1.1091901622854943,0.5691120746447246,0.5691120746447246,0.5455852535730699
72,0.5000044318733573,1.1301362848176733,0.5298856647694737,0.5298856647694737,0.5724212800526058
73,0.5000025114109523,1.0347811494409913,0.5146977739903483,0.5146977739903483,0.5260143972541694
74,0.5000020013146156,0.9343160703523117,0.5159619071762189,0.5159619071762189,0.5248242937973155
75,0.4999981021802311,0.9170678454327341,0.4999993227666762,0.4999993227666762,0.517666441500729
76,0.49999985329079005,0.9096594468170259,0.4999999437118554,0.4999999437118554,0.4999999315671849
77,0.4999990391935575,0.9077560016022224,0.49999968829231606,0.49999968829231606,0.49999934912431937
