,Error
0,594.5998528718841
1,580.5227440379252
2,563.2444090676586
3,554.4641956072383
4,552.6467179118857
5,543.9243291965031
6,542.1196646986364
7,537.9439077766441
8,532.9673348674769
9,520.0517200515131
10,513.1554525228302
11,459.24033871439275
12,404.88609666373526
13,366.41503021859256
14,348.41713783803243
15,301.5452268818932
16,275.94056806780543
17,241.35860896022356
18,204.44368080839638
19,206.5776367997654
20,156.33996799048364
21,160.0993050391967
22,183.35903336864206
23,183.64935345244527
24,184.0363692189585
25,222.32760728165195
26,227.63042378371966
27,240.8347792945363
28,270.6747166261279
29,271.53266957896443
30,298.9779957962161
31,327.8393131509682
32,342.0130694154815
33,345.79188073509664
34,367.5257038431412
35,372.5863711414369
36,354.6791378847296
37,382.5780647381017
38,367.7224345771218
39,398.41666745367587
40,401.39332611089776
41,398.4703983219061
42,399.67914724980443
43,405.76899414623233
44,404.7531559383155
45,410.9454787516942
46,418.7276492505804
47,404.5649310252006
48,427.2034381611193
49,435.79742141157595
50,427.23919693062084
51,424.8117256756175
52,456.058856074015
53,460.41268291882034
54,456.18421356388836
55,453.9096631879515
56,380.4692466257682
57,314.99410230606145
58,258.8730469460351
59,233.86907207364442
60,187.84372131522326
61,173.85066151173186
62,129.64840317322427
63,110.9379656779097
64,114.35342425875588
65,79.20309869282879
66,63.8579939408621
67,75.42602788544882
68,53.611326699583145
69,41.31423954321883
70,49.60887829266149
71,70.18197107608543
72,84.21733950984026
73,92.31836067585914
74,77.23484360663824
75,103.75292247930658
76,144.3090578086666
77,162.69753562474205
78,175.7193070938985
79,173.8184126134652
80,234.59446611492012
81,211.71013560987092
82,203.51428405378698
83,213.18605352934304
84,229.65621917145737
85,231.06348449210304
86,229.71736607660694
87,244.58034745483025
88,252.92380377987746
89,303.4530224495175
90,274.65643292818635
91,295.40499147555306
92,302.0518477453865
93,301.98835190442503
94,269.22110759507
95,249.03736676166636
96,251.5155236555669
97,256.3200506880796
98,253.6934388780828
99,250.74800537168247
100,253.69885983166168
101,252.58296634211825
102,247.09490068934906
103,253.20520930522423
104,260.82388710805907
105,269.60057911097067
106,276.3598113479469
107,265.7355766241434
108,263.3997842469961
109,267.24573218155643
110,266.2306986254485
111,283.07784777498324
112,295.7523195549593
113,311.1296840613637
114,347.77596643534787
115,358.9243368298837
116,398.21478504554466
117,421.1271851524815
118,445.8929236784894
119,466.820670611027
120,498.63488104761154
121,536.9982273685421
122,556.3357340139921
123,591.3650003662902
124,640.5448202157521
125,678.9023460495077
126,708.5578214425559
127,739.6969622356496
128,774.4296449786556
129,824.5064496548246
130,897.0595980914906
131,900.3572418259727
132,906.5520549472085
133,900.9484211327468
134,921.7062668953769
135,933.3430539730297
136,942.1394551079682
137,933.8375485010789
138,945.0645062525364
139,946.4241305836669
140,950.1599709561301
141,959.7433581115895
142,965.4041512177745
143,963.9454369276621
144,962.5446083989691
145,970.2931626968508
146,985.0593237712112
147,991.7776566551595
148,1005.5899459399367
149,1004.4225224335013
150,1006.8588950958508
151,1009.2303226178218
152,1017.014266713032
153,1024.1072495505916
154,1037.6696335811323
155,1042.8367581409996
156,1055.539052518594
157,1059.1677264351451
158,1071.570527139098
159,1077.403388101639
160,1077.3637745494223
161,1084.3085479021877
162,1099.2717799647562
163,1107.230725349864
164,1110.0134182417519
165,1124.3633969269697
166,1124.4590577851113
167,1127.2062345144216
168,1132.1886932197292
169,1142.3880867063858
170,1151.7507514101308
171,1152.3241013139761
172,1160.5734822945064
173,1174.2979714456012
174,1192.152211199804
175,1192.9693921097441
176,1195.8683022975665
177,1206.1062472773906
178,1226.0269932087851
179,1231.9609710357574
