,Error
0,594.5998528718841
1,580.5227344881894
2,563.2444079611286
3,554.4641939703541
4,552.6467188791914
5,543.9243273298214
6,542.1196643361651
7,537.9439085086176
8,532.9673327817579
9,520.0517176739627
10,513.1554510976653
11,459.2403383474351
12,404.886096343044
13,366.41502993313424
14,348.4171375730784
15,301.62889501202403
16,276.0854530203204
17,241.53704933886863
18,204.35154217531633
19,206.61887340635306
20,152.04502321082583
21,159.4793619601225
22,187.5435984280823
23,196.03116300462548
24,195.13076924994056
25,233.76495370356542
26,233.6300732165375
27,244.17896145362985
28,276.42676807835676
29,276.6892329862271
30,303.4103856199048
31,328.8388963476819
32,345.84526236195035
33,350.8098933234768
34,370.61097631081697
35,377.4842508935664
36,364.96617715402726
37,389.84200377264654
38,377.7728137239947
39,397.29865669315933
40,395.54748506299705
41,398.47039395393347
42,396.83197818178695
43,410.2965658976301
44,412.31599527363284
45,410.61481831680817
46,431.3314607453126
47,415.01918488600523
48,439.6840448885758
49,452.32116992779714
50,438.3867116482498
51,437.4588170674816
52,472.51289271579844
53,467.7832603319223
54,458.25888846557575
55,464.0008014601899
56,388.634400155914
57,320.87543322877036
58,262.4973722395006
59,239.08338038566745
60,195.89864127565326
61,182.94632620764364
62,135.4806174683052
63,112.8600950630666
64,120.00467757120896
65,80.33160081209823
66,75.8537075830602
67,104.96066698957256
68,91.36096660462194
69,69.87938109642808
70,91.7315372333373
71,143.2610672652361
72,189.37225954983714
73,213.14333499519273
74,188.73847426515215
75,235.02642731116836
76,243.33705966582164
77,261.8603764149207
78,265.2361749274186
79,294.7461215081262
80,329.7395066677658
81,330.9859880586862
82,355.8828439271239
83,359.53438857085774
84,364.95055609611336
85,365.31565995267755
86,364.7584225144171
87,365.3315326986791
88,360.91347078880756
89,366.8945166504617
90,364.93228308601675
91,373.83035763673996
92,369.74084171649315
93,375.29049122025083
94,376.47065829142167
95,373.7439768098507
96,374.924399645576
97,371.2632154131616
98,369.4261989686412
99,366.06517509626497
100,359.6109048103189
101,361.53289948809555
102,359.6487959955377
103,362.08165629459273
104,370.4137606690296
105,377.7495149653024
106,387.8349863538715
107,385.3608889008134
108,387.5753137184959
109,392.78794580748877
110,399.09954704985444
111,422.0594827415389
112,443.18185524369716
113,470.9268933960083
114,525.7215167610451
115,541.8303715168207
116,595.9477342225612
117,625.901810649325
118,663.3069749647847
119,694.3448422250098
120,746.7885553713487
121,788.305016169327
122,822.6906613214363
123,873.6402015752901
124,919.2447209138036
125,975.1016826099769
126,1018.7363899772936
127,1054.096016904848
128,1101.6575501758928
129,1162.7231583449166
130,1242.6459581422855
131,1241.0163370771954
132,1252.9593361354025
133,1255.007757901025
134,1280.6771221230567
135,1282.1401526534864
136,1290.4576984450703
137,1286.3150934819628
138,1298.675368746604
139,1301.67718652876
140,1305.8000543185074
141,1323.7896975477115
142,1329.0897841239275
143,1331.7481385324356
144,1332.5727902818196
145,1340.0255848226075
146,1362.4793887243923
147,1368.5805508394874
148,1386.7330753944518
149,1391.7526821514361
150,1394.33319523254
151,1401.332075561252
152,1412.45248888777
153,1424.735568697123
154,1440.2183964962387
155,1447.5186579647657
156,1475.3392383580797
157,1481.481362754012
158,1501.3515602295195
159,1513.6054745587041
160,1513.5667775427721
161,1524.3122982374111
162,1544.3142671046733
163,1554.9412903367254
164,1561.7841580567444
165,1578.007138730864
166,1578.5616472567374
167,1583.4383885203838
168,1591.9685110694984
169,1606.065342821771
170,1619.291851267745
171,1621.2796311915836
172,1628.269586125422
173,1642.8544070134542
174,1669.2202852562327
175,1674.7652381057962
176,1677.3237765573488
177,1697.2857181233337
178,1719.325192634721
179,1724.8488079112108
