,Error
0,599.4584486084002
1,585.0896435762356
2,567.0801212797452
3,559.0839955955381
4,559.9341725188964
5,548.61039297023
6,548.2364422990025
7,543.3327838481499
8,539.9890604791381
9,532.0426177124308
10,525.7374612184299
11,467.35410398951615
12,420.0087828994514
13,384.0269307506752
14,357.75673391646
15,304.08875340332105
16,276.6307003662919
17,254.16224270460094
18,210.90975411220336
19,225.38606960285605
20,170.7790114410054
21,194.36631205452295
22,217.3582049152085
23,228.14373974845142
24,223.11446868759546
25,264.0279686203086
26,281.43003468418635
27,285.69707687498413
28,327.03970792609823
29,341.7722628976358
30,361.89266650181787
31,379.1341007746048
32,386.6598491651942
33,383.0019677952467
34,402.32192559846374
35,404.60489904487736
36,383.8106602631324
37,409.59570467430063
38,388.6548350479343
39,416.817075876876
40,411.21821363106403
41,408.3611938072905
42,409.8333554021472
43,418.0197754194876
44,412.0279156300816
45,412.0204905858529
46,442.49739784735056
47,431.7769061314451
48,461.45793549746764
49,466.47902849063655
50,457.78470319177273
51,449.9217185649532
52,475.0009185354754
53,486.61871044487634
54,478.37017495848613
55,497.9261772779392
56,440.23673667835095
57,394.5322272800392
58,349.7374117976062
59,324.83331531302156
60,283.5969663009125
61,278.0983376159629
62,303.7283416320942
63,320.1659027654216
64,329.8530057826808
65,325.44599140608017
66,343.1959512807307
67,382.0747685895301
68,395.2887220653702
69,425.2710365528947
70,467.6820622829519
71,494.2304380331657
72,509.20256852346375
73,525.7325121845224
74,528.7226072283539
75,527.6326320183571
76,539.6529148825573
77,553.9052180651962
78,562.4158070837849
79,569.5911896975839
80,576.772831289248
81,578.4039068632947
82,593.3318054282458
83,601.2270149317411
84,610.601613312307
85,622.6049562011364
86,634.4321077777616
87,643.183608088535
88,643.6249831352288
89,660.254054577619
90,664.3409177004723
91,674.5891171292471
92,681.3062969202786
93,696.0744174373164
94,712.7325398134517
95,729.9849581839746
96,739.8765443462471
97,752.3999862360367
98,768.4828366277782
99,773.8892594873051
100,782.22021155147
101,791.3105180736726
102,797.7163064701992
103,808.8820643726965
104,821.3980761877799
105,851.6315935755415
106,869.7900478904661
107,880.3315038492717
108,903.7843269696299
109,916.5364896534132
110,925.8487815969472
111,969.2875707998793
112,997.4879338017116
113,1047.4712512703522
114,1112.6502846011201
115,1146.2382796869533
116,1226.2106779414605
117,1272.8592860617678
118,1317.6052084469197
119,1347.4514583909722
120,1415.162459231546
121,1476.1676867820615
122,1525.7604207882216
123,1593.8069540081433
124,1658.658659702229
125,1728.6582013823197
126,1775.5763934185916
127,1820.6283877979342
128,1885.2130614222058
129,1962.6594009719834
130,2073.1269697355
131,2080.3209832436673
132,2099.6276722900843
133,2110.1966733083395
134,2148.9585008179592
135,2163.2858517543095
136,2170.925503895529
137,2189.3830276233143
138,2217.129477881094
139,2228.6323750173938
140,2243.423456797228
141,2272.7819441623014
142,2299.253834390915
143,2307.1069967587987
144,2313.7691731664554
145,2324.99733702832
146,2363.049287636152
147,2383.58063316634
148,2409.577975866481
149,2421.118724749179
150,2429.9082735628376
151,2449.5809274040494
152,2465.4671736397568
153,2492.601305545324
154,2510.154449302089
155,2534.1025872607743
156,2569.574302298699
157,2582.5551873594454
158,2612.8795581590166
159,2645.725116336953
160,2648.136142894004
161,2668.035857351131
162,2700.6827170330853
163,2714.8961693224232
164,2731.5024248505247
165,2752.7560621631237
166,2763.2180271169987
167,2772.224100710618
168,2792.5919830658245
169,2813.536339538912
170,2833.3473954971128
171,2838.727987329007
172,2856.2719340602994
173,2887.1077221273385
174,2919.3564418822148
175,2924.966942778513
176,2943.3620762503638
177,2991.512812772733
178,3019.652172926807
179,3030.849815036027
